时间	CPU百分比	内存百分比	磁盘百分比	发送字节数	接收字节数
2020-12-15 19:42:41	3.6	svmem(total=17095811072, available=9285054464, percent=45.7, used=7810756608, free=9285054464)	72.6	1009726670	10378329683
2020-12-15 19:42:44	3.9	svmem(total=17095811072, available=9240141824, percent=46.0, used=7855669248, free=9240141824)	72.6	1009729626	10378340284
2020-12-15 19:42:47	7.7	svmem(total=17095811072, available=9391640576, percent=45.1, used=7704170496, free=9391640576)	72.6	1009731540	10378349948
2020-12-15 19:42:50	5.0	svmem(total=17095811072, available=9432989696, percent=44.8, used=7662821376, free=9432989696)	72.6	1009735217	10378362292
2020-12-15 19:42:53	7.1	svmem(total=17095811072, available=9435168768, percent=44.8, used=7660642304, free=9435168768)	72.6	1009738039	10378372031
2020-12-15 19:42:56	5.7	svmem(total=17095811072, available=9417297920, percent=44.9, used=7678513152, free=9417297920)	72.6	1009740135	10378381559
2020-12-15 19:42:59	2.8	svmem(total=17095811072, available=9417146368, percent=44.9, used=7678664704, free=9417146368)	72.6	1009743931	10378393646
2020-12-15 19:43:02	9.1	svmem(total=17095811072, available=9395728384, percent=45.0, used=7700082688, free=9395728384)	72.6	1009749717	10378406481
2020-12-15 19:43:05	4.5	svmem(total=17095811072, available=9423630336, percent=44.9, used=7672180736, free=9423630336)	72.6	1009751409	10378414879
2020-12-15 19:43:08	0.6	svmem(total=17095811072, available=9423892480, percent=44.9, used=7671918592, free=9423892480)	72.6	1009756093	10378424433
2020-12-15 19:43:11	1.5	svmem(total=17095811072, available=9424646144, percent=44.9, used=7671164928, free=9424646144)	72.6	1009757137	10378431437
2020-12-15 19:43:14	4.0	svmem(total=17095811072, available=9443479552, percent=44.8, used=7652331520, free=9443479552)	72.6	1009758289	10378439752
2020-12-15 19:43:17	1.2	svmem(total=17095811072, available=9445105664, percent=44.8, used=7650705408, free=9445105664)	72.6	1009760955	10378449158
2020-12-15 19:43:20	1.5	svmem(total=17095811072, available=9445994496, percent=44.7, used=7649816576, free=9445994496)	72.6	1009764143	10378458349
2020-12-15 19:43:23	1.5	svmem(total=17095811072, available=9446027264, percent=44.7, used=7649783808, free=9446027264)	72.6	1010859654	10379567002
2020-12-15 19:43:26	1.5	svmem(total=17095811072, available=9446211584, percent=44.7, used=7649599488, free=9446211584)	72.6	1010959183	10379664386
2020-12-15 19:43:29	3.2	svmem(total=17095811072, available=9446232064, percent=44.7, used=7649579008, free=9446232064)	72.6	1011997547	10380708878
2020-12-15 19:43:32	1.3	svmem(total=17095811072, available=9446440960, percent=44.7, used=7649370112, free=9446440960)	72.6	1012007811	10380731527
2020-12-15 19:43:35	3.0	svmem(total=17095811072, available=9415598080, percent=44.9, used=7680212992, free=9415598080)	72.6	1012030946	10380762261
2020-12-15 19:43:38	1.6	svmem(total=17095811072, available=9413959680, percent=44.9, used=7681851392, free=9413959680)	72.6	1012039886	10380778677
2020-12-15 19:43:41	11.8	svmem(total=17095811072, available=9477599232, percent=44.6, used=7618211840, free=9477599232)	72.6	1012043206	10380788208
2020-12-15 19:43:44	3.2	svmem(total=17095811072, available=9722859520, percent=43.1, used=7372951552, free=9722859520)	72.6	1012063289	10380814745
2020-12-15 19:43:48	0.7	svmem(total=17095811072, available=9732030464, percent=43.1, used=7363780608, free=9732030464)	72.6	1012077453	10380834123
2020-12-15 19:43:51	0.8	svmem(total=17095811072, available=9731997696, percent=43.1, used=7363813376, free=9731997696)	72.6	1012078723	10380842115
2020-12-15 19:43:54	1.7	svmem(total=17095811072, available=9733681152, percent=43.1, used=7362129920, free=9733681152)	72.6	1012087437	10380859753
2020-12-15 19:43:57	1.7	svmem(total=17095811072, available=9734385664, percent=43.1, used=7361425408, free=9734385664)	72.6	1012091336	10380870803
2020-12-15 19:44:00	1.9	svmem(total=17095811072, available=9735495680, percent=43.1, used=7360315392, free=9735495680)	72.6	1012102501	10380886683
2020-12-15 19:44:03	1.7	svmem(total=17095811072, available=9737519104, percent=43.0, used=7358291968, free=9737519104)	72.6	1012104592	10380894066
2020-12-15 19:44:06	1.1	svmem(total=17095811072, available=9738096640, percent=43.0, used=7357714432, free=9738096640)	72.6	1012108547	10380902839
2020-12-15 19:44:09	1.0	svmem(total=17095811072, available=9739128832, percent=43.0, used=7356682240, free=9739128832)	72.6	1012117343	10380918520
2020-12-15 19:44:12	1.4	svmem(total=17095811072, available=9740169216, percent=43.0, used=7355641856, free=9740169216)	72.6	1012641065	10381598020
2020-12-15 19:44:15	1.9	svmem(total=17095811072, available=9740705792, percent=43.0, used=7355105280, free=9740705792)	72.6	1013458361	10382271647
2020-12-15 19:44:18	1.3	svmem(total=17095811072, available=9741135872, percent=43.0, used=7354675200, free=9741135872)	72.6	1013460216	10382280102
2020-12-15 19:44:21	1.1	svmem(total=17095811072, available=9741283328, percent=43.0, used=7354527744, free=9741283328)	72.6	1013468022	10382294012
2020-12-15 19:44:24	1.0	svmem(total=17095811072, available=9741336576, percent=43.0, used=7354474496, free=9741336576)	72.6	1013476986	10382309385
2020-12-15 19:44:27	0.6	svmem(total=17095811072, available=9743384576, percent=43.0, used=7352426496, free=9743384576)	72.6	1013480767	10382323925
2020-12-15 19:44:30	0.9	svmem(total=17095811072, available=9743527936, percent=43.0, used=7352283136, free=9743527936)	72.6	1013482165	10382331519
2020-12-15 19:44:33	1.2	svmem(total=17095811072, available=9743601664, percent=43.0, used=7352209408, free=9743601664)	72.6	1013490245	10382349001
2020-12-15 19:44:36	1.2	svmem(total=17095811072, available=9757380608, percent=42.9, used=7338430464, free=9757380608)	72.6	1013492025	10382355991
2020-12-15 19:44:39	2.2	svmem(total=17095811072, available=9758793728, percent=42.9, used=7337017344, free=9758793728)	72.6	1014840123	10383710741
2020-12-15 19:44:42	1.2	svmem(total=17095811072, available=9758650368, percent=42.9, used=7337160704, free=9758650368)	72.6	1014849540	10383723507
2020-12-15 19:44:45	0.9	svmem(total=17095811072, available=9759891456, percent=42.9, used=7335919616, free=9759891456)	72.6	1014852182	10383731624
2020-12-15 19:44:48	0.8	svmem(total=17095811072, available=9758642176, percent=42.9, used=7337168896, free=9758642176)	72.6	1014853385	10383739911
2020-12-15 19:44:51	1.2	svmem(total=17095811072, available=9758461952, percent=42.9, used=7337349120, free=9758461952)	72.6	1014855605	10383752126
2020-12-15 19:44:54	0.9	svmem(total=17095811072, available=9758740480, percent=42.9, used=7337070592, free=9758740480)	72.6	1014867637	10383788340
2020-12-15 19:44:57	0.8	svmem(total=17095811072, available=9758724096, percent=42.9, used=7337086976, free=9758724096)	72.6	1014871211	10383816906
2020-12-15 19:45:00	1.5	svmem(total=17095811072, available=9760088064, percent=42.9, used=7335723008, free=9760088064)	72.6	1014872716	10383831198
2020-12-15 19:45:03	1.1	svmem(total=17095811072, available=9760227328, percent=42.9, used=7335583744, free=9760227328)	72.6	1014874612	10383840784
2020-12-15 19:45:06	1.2	svmem(total=17095811072, available=9760464896, percent=42.9, used=7335346176, free=9760464896)	72.6	1015045114	10384070643
2020-12-15 19:45:09	2.8	svmem(total=17095811072, available=9761665024, percent=42.9, used=7334146048, free=9761665024)	72.6	1016211633	10385197174
2020-12-15 19:45:12	1.3	svmem(total=17095811072, available=9761591296, percent=42.9, used=7334219776, free=9761591296)	72.6	1016213430	10385213105
2020-12-15 19:45:16	1.5	svmem(total=17095811072, available=9763758080, percent=42.9, used=7332052992, free=9763758080)	72.6	1016220847	10385232795
2020-12-15 19:45:19	1.1	svmem(total=17095811072, available=9769713664, percent=42.9, used=7326097408, free=9769713664)	72.6	1016222326	10385240060
2020-12-15 19:45:22	1.1	svmem(total=17095811072, available=9772236800, percent=42.8, used=7323574272, free=9772236800)	72.6	1016224822	10385248299
2020-12-15 19:45:25	2.1	svmem(total=17095811072, available=9774030848, percent=42.8, used=7321780224, free=9774030848)	72.6	1016232396	10385263858
2020-12-15 19:45:28	1.4	svmem(total=17095811072, available=9774047232, percent=42.8, used=7321763840, free=9774047232)	72.6	1016241940	10385281650
2020-12-15 19:45:31	1.0	svmem(total=17095811072, available=9774047232, percent=42.8, used=7321763840, free=9774047232)	72.6	1016245636	10385292034
2020-12-15 19:45:34	1.0	svmem(total=17095811072, available=9774190592, percent=42.8, used=7321620480, free=9774190592)	72.6	1016249280	10385304183
2020-12-15 19:45:37	1.7	svmem(total=17095811072, available=9774768128, percent=42.8, used=7321042944, free=9774768128)	72.6	1016256137	10385317885
2020-12-15 19:45:40	1.4	svmem(total=17095811072, available=9774555136, percent=42.8, used=7321255936, free=9774555136)	72.6	1017600104	10386666432
2020-12-15 19:45:43	3.1	svmem(total=17095811072, available=9772298240, percent=42.8, used=7323512832, free=9772298240)	72.6	1017602763	10386680719
2020-12-15 19:45:46	1.4	svmem(total=17095811072, available=9771470848, percent=42.8, used=7324340224, free=9771470848)	72.6	1017615210	10386710689
2020-12-15 19:45:49	1.5	svmem(total=17095811072, available=9770479616, percent=42.8, used=7325331456, free=9770479616)	72.6	1017641953	10386761095
2020-12-15 19:45:52	1.5	svmem(total=17095811072, available=9770475520, percent=42.8, used=7325335552, free=9770475520)	72.6	1017648149	10386817274
2020-12-15 19:45:55	1.9	svmem(total=17095811072, available=9770762240, percent=42.8, used=7325048832, free=9770762240)	72.6	1017649520	10386827507
2020-12-15 19:45:58	0.6	svmem(total=17095811072, available=9770815488, percent=42.8, used=7324995584, free=9770815488)	72.6	1017652551	10386836687
2020-12-15 19:46:01	1.8	svmem(total=17095811072, available=9768726528, percent=42.9, used=7327084544, free=9768726528)	72.6	1017659152	10386849033
2020-12-15 19:46:04	1.2	svmem(total=17095811072, available=9768914944, percent=42.9, used=7326896128, free=9768914944)	72.6	1017661355	10386855986
2020-12-15 19:46:07	1.3	svmem(total=17095811072, available=9768812544, percent=42.9, used=7326998528, free=9768812544)	72.6	1018994983	10388197314
2020-12-15 19:46:10	1.3	svmem(total=17095811072, available=9768730624, percent=42.9, used=7327080448, free=9768730624)	72.6	1019002629	10388211446
2020-12-15 19:46:13	1.9	svmem(total=17095811072, available=9769340928, percent=42.9, used=7326470144, free=9769340928)	72.6	1019005631	10388219705
2020-12-15 19:46:16	2.2	svmem(total=17095811072, available=9777127424, percent=42.8, used=7318683648, free=9777127424)	72.6	1019006726	10388225740
2020-12-15 19:46:19	1.0	svmem(total=17095811072, available=9779646464, percent=42.8, used=7316164608, free=9779646464)	72.6	1019009312	10388231243
2020-12-15 19:46:22	1.9	svmem(total=17095811072, available=9783451648, percent=42.8, used=7312359424, free=9783451648)	72.6	1019022833	10388250130
2020-12-15 19:46:25	1.4	svmem(total=17095811072, available=9786052608, percent=42.8, used=7309758464, free=9786052608)	72.6	1019026534	10388259985
2020-12-15 19:46:28	2.3	svmem(total=17095811072, available=9788252160, percent=42.7, used=7307558912, free=9788252160)	72.6	1019031656	10388273335
2020-12-15 19:46:31	1.3	svmem(total=17095811072, available=9788526592, percent=42.7, used=7307284480, free=9788526592)	72.6	1020368188	10389615160
2020-12-15 19:46:34	3.3	svmem(total=17095811072, available=9788493824, percent=42.7, used=7307317248, free=9788493824)	72.6	1020382748	10389635908
2020-12-15 19:46:37	1.3	svmem(total=17095811072, available=9792782336, percent=42.7, used=7303028736, free=9792782336)	72.6	1020384624	10389643362
2020-12-15 19:46:40	0.8	svmem(total=17095811072, available=9792954368, percent=42.7, used=7302856704, free=9792954368)	72.6	1020390840	10389651274
2020-12-15 19:46:43	1.7	svmem(total=17095811072, available=9797181440, percent=42.7, used=7298629632, free=9797181440)	72.6	1020398175	10389663984
2020-12-15 19:46:47	1.0	svmem(total=17095811072, available=9798107136, percent=42.7, used=7297703936, free=9798107136)	72.6	1020399585	10389672198
2020-12-15 19:46:50	0.7	svmem(total=17095811072, available=9798336512, percent=42.7, used=7297474560, free=9798336512)	72.6	1020402251	10389683194
2020-12-15 19:46:53	1.5	svmem(total=17095811072, available=9798529024, percent=42.7, used=7297282048, free=9798529024)	72.6	1020407099	10389698199
2020-12-15 19:46:56	1.9	svmem(total=17095811072, available=9798455296, percent=42.7, used=7297355776, free=9798455296)	72.6	1020833652	10390135044
2020-12-15 19:46:59	1.1	svmem(total=17095811072, available=9798385664, percent=42.7, used=7297425408, free=9798385664)	72.6	1020836950	10390148055
2020-12-15 19:47:02	1.8	svmem(total=17095811072, available=9798537216, percent=42.7, used=7297273856, free=9798537216)	72.6	1020839182	10390158758
2020-12-15 19:47:05	1.5	svmem(total=17095811072, available=9798598656, percent=42.7, used=7297212416, free=9798598656)	72.6	1020845972	10390173790
2020-12-15 19:47:08	1.0	svmem(total=17095811072, available=9798746112, percent=42.7, used=7297064960, free=9798746112)	72.6	1020848218	10390182345
2020-12-15 19:47:11	1.5	svmem(total=17095811072, available=9800585216, percent=42.7, used=7295225856, free=9800585216)	72.6	1020850963	10390196669
2020-12-15 19:47:14	1.2	svmem(total=17095811072, available=9800798208, percent=42.7, used=7295012864, free=9800798208)	72.6	1020854001	10390231796
2020-12-15 19:47:17	0.9	svmem(total=17095811072, available=9801383936, percent=42.7, used=7294427136, free=9801383936)	72.6	1020860826	10390250530
2020-12-15 19:47:20	1.0	svmem(total=17095811072, available=9801662464, percent=42.7, used=7294148608, free=9801662464)	72.6	1020862971	10390260481
2020-12-15 19:47:23	1.9	svmem(total=17095811072, available=9801936896, percent=42.7, used=7293874176, free=9801936896)	72.6	1020879952	10390290689
2020-12-15 19:47:26	1.9	svmem(total=17095811072, available=9803759616, percent=42.7, used=7292051456, free=9803759616)	72.6	1020882436	10390300937
2020-12-15 19:47:29	0.9	svmem(total=17095811072, available=9803849728, percent=42.7, used=7291961344, free=9803849728)	72.6	1020890968	10390316206
2020-12-15 19:47:32	2.0	svmem(total=17095811072, available=9803898880, percent=42.7, used=7291912192, free=9803898880)	72.6	1020894746	10390323983
2020-12-15 19:47:35	1.3	svmem(total=17095811072, available=9803526144, percent=42.7, used=7292284928, free=9803526144)	72.6	1020896436	10390333310
2020-12-15 19:47:38	0.9	svmem(total=17095811072, available=9803526144, percent=42.7, used=7292284928, free=9803526144)	72.6	1020904288	10390348839
2020-12-15 19:47:41	0.8	svmem(total=17095811072, available=9803272192, percent=42.7, used=7292538880, free=9803272192)	72.6	1020906540	10390358323
2020-12-15 19:47:44	1.4	svmem(total=17095811072, available=9803079680, percent=42.7, used=7292731392, free=9803079680)	72.6	1020910962	10390370196
2020-12-15 19:47:47	1.5	svmem(total=17095811072, available=9803034624, percent=42.7, used=7292776448, free=9803034624)	72.6	1020912650	10390376920
2020-12-15 19:47:50	1.4	svmem(total=17095811072, available=9803145216, percent=42.7, used=7292665856, free=9803145216)	72.6	1020919802	10390389068
2020-12-15 19:47:53	1.2	svmem(total=17095811072, available=9803227136, percent=42.7, used=7292583936, free=9803227136)	72.6	1020930794	10390406370
2020-12-15 19:47:56	2.4	svmem(total=17095811072, available=9803501568, percent=42.7, used=7292309504, free=9803501568)	72.6	1020933065	10390415723
2020-12-15 19:47:59	1.4	svmem(total=17095811072, available=9803644928, percent=42.7, used=7292166144, free=9803644928)	72.6	1020936144	10390425644
2020-12-15 19:48:02	1.6	svmem(total=17095811072, available=9803649024, percent=42.7, used=7292162048, free=9803649024)	72.6	1020942856	10390439486
2020-12-15 19:48:05	1.5	svmem(total=17095811072, available=9804296192, percent=42.7, used=7291514880, free=9804296192)	72.6	1020945413	10390448321
2020-12-15 19:48:08	0.9	svmem(total=17095811072, available=9805320192, percent=42.6, used=7290490880, free=9805320192)	72.6	1020947862	10390458240
2020-12-15 19:48:12	0.9	svmem(total=17095811072, available=9805332480, percent=42.6, used=7290478592, free=9805332480)	72.6	1020954088	10390472173
2020-12-15 19:48:15	1.2	svmem(total=17095811072, available=9805275136, percent=42.6, used=7290535936, free=9805275136)	72.6	1020956403	10390480312
2020-12-15 19:48:18	1.2	svmem(total=17095811072, available=9805504512, percent=42.6, used=7290306560, free=9805504512)	72.6	1020958818	10390487838
2020-12-15 19:48:21	1.8	svmem(total=17095811072, available=9805348864, percent=42.6, used=7290462208, free=9805348864)	72.6	1023163311	10392695000
2020-12-15 19:48:24	6.9	svmem(total=17095811072, available=9796800512, percent=42.7, used=7299010560, free=9796800512)	72.6	1027443710	10396973881
2020-12-15 19:48:27	1.3	svmem(total=17095811072, available=9796825088, percent=42.7, used=7298985984, free=9796825088)	72.6	1027563577	10397100561
2020-12-15 19:48:30	0.9	svmem(total=17095811072, available=9796632576, percent=42.7, used=7299178496, free=9796632576)	72.6	1027607033	10397150822
2020-12-15 19:48:33	1.3	svmem(total=17095811072, available=9798418432, percent=42.7, used=7297392640, free=9798418432)	72.6	1027663310	10397213471
2020-12-15 19:48:36	3.8	svmem(total=17095811072, available=9798475776, percent=42.7, used=7297335296, free=9798475776)	72.6	1031620025	10401173423
2020-12-15 19:48:39	1.8	svmem(total=17095811072, available=9791528960, percent=42.7, used=7304282112, free=9791528960)	72.6	1032736479	10402298533
2020-12-15 19:48:42	1.5	svmem(total=17095811072, available=9791721472, percent=42.7, used=7304089600, free=9791721472)	72.6	1032743895	10402309709
2020-12-15 19:48:45	1.2	svmem(total=17095811072, available=9791348736, percent=42.7, used=7304462336, free=9791348736)	72.6	1032754491	10402325574
2020-12-15 19:48:48	1.6	svmem(total=17095811072, available=9791365120, percent=42.7, used=7304445952, free=9791365120)	72.6	1032756439	10402335674
2020-12-15 19:48:51	1.1	svmem(total=17095811072, available=9791131648, percent=42.7, used=7304679424, free=9791131648)	72.6	1032759471	10402346205
2020-12-15 19:48:54	1.5	svmem(total=17095811072, available=9791344640, percent=42.7, used=7304466432, free=9791344640)	72.6	1032771103	10402363791
2020-12-15 19:48:57	1.0	svmem(total=17095811072, available=9791160320, percent=42.7, used=7304650752, free=9791160320)	72.6	1032773575	10402373635
2020-12-15 19:49:00	1.2	svmem(total=17095811072, available=9786449920, percent=42.8, used=7309361152, free=9786449920)	72.6	1032775769	10402384819
2020-12-15 19:49:03	1.5	svmem(total=17095811072, available=9786916864, percent=42.8, used=7308894208, free=9786916864)	72.6	1032778194	10402395280
2020-12-15 19:49:06	0.8	svmem(total=17095811072, available=9786269696, percent=42.8, used=7309541376, free=9786269696)	72.6	1032784136	10402409110
2020-12-15 19:49:09	0.3	svmem(total=17095811072, available=9786155008, percent=42.8, used=7309656064, free=9786155008)	72.6	1032786444	10402418811
2020-12-15 19:49:12	0.8	svmem(total=17095811072, available=9785929728, percent=42.8, used=7309881344, free=9785929728)	72.6	1032788364	10402428573
2020-12-15 19:49:15	1.2	svmem(total=17095811072, available=9785888768, percent=42.8, used=7309922304, free=9785888768)	72.6	1032794414	10402440394
2020-12-15 19:49:18	1.0	svmem(total=17095811072, available=9785647104, percent=42.8, used=7310163968, free=9785647104)	72.6	1032796318	10402448578
2020-12-15 19:49:21	1.4	svmem(total=17095811072, available=9785667584, percent=42.8, used=7310143488, free=9785667584)	72.6	1032799884	10402458587
2020-12-15 19:49:24	1.6	svmem(total=17095811072, available=9786662912, percent=42.8, used=7309148160, free=9786662912)	72.6	1032816510	10402481600
2020-12-15 19:49:27	1.2	svmem(total=17095811072, available=9786576896, percent=42.8, used=7309234176, free=9786576896)	72.6	1032832479	10402505247
2020-12-15 19:49:30	2.0	svmem(total=17095811072, available=9786228736, percent=42.8, used=7309582336, free=9786228736)	72.6	1032839354	10402515265
2020-12-15 19:49:33	0.9	svmem(total=17095811072, available=9786863616, percent=42.8, used=7308947456, free=9786863616)	72.6	1032844462	10402526928
2020-12-15 19:49:36	1.3	svmem(total=17095811072, available=9786732544, percent=42.8, used=7309078528, free=9786732544)	72.6	1032846214	10402535651
2020-12-15 19:49:39	1.2	svmem(total=17095811072, available=9786925056, percent=42.8, used=7308886016, free=9786925056)	72.6	1032855018	10402549988
2020-12-15 19:49:43	8.8	svmem(total=17095811072, available=9728688128, percent=43.1, used=7367122944, free=9728688128)	72.6	1033332621	10403139655
2020-12-15 19:49:46	4.6	svmem(total=17095811072, available=9724379136, percent=43.1, used=7371431936, free=9724379136)	72.6	1037753850	10407458685
2020-12-15 19:49:49	0.8	svmem(total=17095811072, available=9724461056, percent=43.1, used=7371350016, free=9724461056)	72.6	1037756006	10407466824
2020-12-15 19:49:52	0.7	svmem(total=17095811072, available=9724186624, percent=43.1, used=7371624448, free=9724186624)	72.6	1037758046	10407476014
2020-12-15 19:49:55	1.7	svmem(total=17095811072, available=9724567552, percent=43.1, used=7371243520, free=9724567552)	72.6	1037774815	10407500855
2020-12-15 19:49:58	1.2	svmem(total=17095811072, available=9724760064, percent=43.1, used=7371051008, free=9724760064)	72.6	1037777398	10407508004
2020-12-15 19:50:01	2.0	svmem(total=17095811072, available=9722228736, percent=43.1, used=7373582336, free=9722228736)	72.6	1037778881	10407517940
2020-12-15 19:50:04	1.9	svmem(total=17095811072, available=9722413056, percent=43.1, used=7373398016, free=9722413056)	72.6	1037798153	10407542790
2020-12-15 19:50:07	1.5	svmem(total=17095811072, available=9722179584, percent=43.1, used=7373631488, free=9722179584)	72.6	1037801000	10407553162
2020-12-15 19:50:10	1.8	svmem(total=17095811072, available=9722204160, percent=43.1, used=7373606912, free=9722204160)	72.6	1037803128	10407564567
2020-12-15 19:50:13	1.9	svmem(total=17095811072, available=9725771776, percent=43.1, used=7370039296, free=9725771776)	72.6	1037804587	10407573416
2020-12-15 19:50:16	1.4	svmem(total=17095811072, available=9726042112, percent=43.1, used=7369768960, free=9726042112)	72.6	1037812444	10407586444
2020-12-15 19:50:19	0.8	svmem(total=17095811072, available=9725960192, percent=43.1, used=7369850880, free=9725960192)	72.6	1037814602	10407592352
2020-12-15 19:50:22	1.5	svmem(total=17095811072, available=9726099456, percent=43.1, used=7369711616, free=9726099456)	72.6	1037829471	10407611364
2020-12-15 19:50:25	1.2	svmem(total=17095811072, available=9726001152, percent=43.1, used=7369809920, free=9726001152)	72.6	1037836237	10407624331
2020-12-15 19:50:28	0.6	svmem(total=17095811072, available=9725992960, percent=43.1, used=7369818112, free=9725992960)	72.6	1037864247	10407644970
2020-12-15 19:50:31	1.2	svmem(total=17095811072, available=9726140416, percent=43.1, used=7369670656, free=9726140416)	72.6	1037866124	10407651391
2020-12-15 19:50:34	1.2	svmem(total=17095811072, available=9726263296, percent=43.1, used=7369547776, free=9726263296)	72.6	1037868649	10407662937
2020-12-15 19:50:37	1.0	svmem(total=17095811072, available=9726312448, percent=43.1, used=7369498624, free=9726312448)	72.6	1037876860	10407677437
2020-12-15 19:50:40	6.8	svmem(total=17095811072, available=9695911936, percent=43.3, used=7399899136, free=9695911936)	72.6	1037883005	10407689207
2020-12-15 19:50:43	2.2	svmem(total=17095811072, available=9698713600, percent=43.3, used=7397097472, free=9698713600)	72.6	1037884461	10407696997
2020-12-15 19:50:46	1.4	svmem(total=17095811072, available=9726001152, percent=43.1, used=7369809920, free=9726001152)	72.6	1037908656	10407737056
2020-12-15 19:50:49	8.2	svmem(total=17095811072, available=9899982848, percent=42.1, used=7195828224, free=9899982848)	72.6	1037916223	10407770213
2020-12-15 19:50:52	1.4	svmem(total=17095811072, available=9900302336, percent=42.1, used=7195508736, free=9900302336)	72.6	1037921071	10407790157
2020-12-15 19:50:55	1.6	svmem(total=17095811072, available=9910317056, percent=42.0, used=7185494016, free=9910317056)	72.6	1037923711	10407806112
2020-12-15 19:50:58	1.7	svmem(total=17095811072, available=9910874112, percent=42.0, used=7184936960, free=9910874112)	72.6	1038593397	10408659650
2020-12-15 19:51:01	3.7	svmem(total=17095811072, available=9917382656, percent=42.0, used=7178428416, free=9917382656)	72.6	1040890887	10410841007
2020-12-15 19:51:04	3.3	svmem(total=17095811072, available=9917534208, percent=42.0, used=7178276864, free=9917534208)	72.6	1040914144	10410872192
2020-12-15 19:51:07	1.9	svmem(total=17095811072, available=9917550592, percent=42.0, used=7178260480, free=9917550592)	72.6	1040966758	10410929164
2020-12-15 19:51:10	2.6	svmem(total=17095811072, available=9917325312, percent=42.0, used=7178485760, free=9917325312)	72.6	1041000335	10410969647
2020-12-15 19:51:14	2.5	svmem(total=17095811072, available=9919741952, percent=42.0, used=7176069120, free=9919741952)	72.6	1043190603	10413342809
2020-12-15 19:51:17	7.8	svmem(total=17095811072, available=9900486656, percent=42.1, used=7195324416, free=9900486656)	72.6	1048275775	10418452427
2020-12-15 19:51:20	3.1	svmem(total=17095811072, available=9907552256, percent=42.0, used=7188258816, free=9907552256)	72.6	1049079043	10419138633
2020-12-15 19:51:23	3.2	svmem(total=17095811072, available=9908264960, percent=42.0, used=7187546112, free=9908264960)	72.6	1054096468	10424092587
2020-12-15 19:51:26	1.2	svmem(total=17095811072, available=9908850688, percent=42.0, used=7186960384, free=9908850688)	72.6	1056011433	10426050435
2020-12-15 19:51:29	2.1	svmem(total=17095811072, available=9909297152, percent=42.0, used=7186513920, free=9909297152)	72.6	1059871602	10429888346
2020-12-15 19:51:32	1.6	svmem(total=17095811072, available=9910046720, percent=42.0, used=7185764352, free=9910046720)	72.6	1059873990	10429896557
2020-12-15 19:51:35	1.5	svmem(total=17095811072, available=9910214656, percent=42.0, used=7185596416, free=9910214656)	72.6	1060543321	10430562073
2020-12-15 19:51:38	1.7	svmem(total=17095811072, available=9910292480, percent=42.0, used=7185518592, free=9910292480)	72.6	1061196215	10431215746
2020-12-15 19:51:41	0.9	svmem(total=17095811072, available=9910964224, percent=42.0, used=7184846848, free=9910964224)	72.6	1061203673	10431225158
2020-12-15 19:51:44	1.7	svmem(total=17095811072, available=9911271424, percent=42.0, used=7184539648, free=9911271424)	72.6	1061872278	10431893106
2020-12-15 19:51:47	1.5	svmem(total=17095811072, available=9911988224, percent=42.0, used=7183822848, free=9911988224)	72.6	1062524346	10432545097
2020-12-15 19:51:50	1.7	svmem(total=17095811072, available=9912160256, percent=42.0, used=7183650816, free=9912160256)	72.6	1062529030	10432552228
2020-12-15 19:51:53	2.2	svmem(total=17095811072, available=9912291328, percent=42.0, used=7183519744, free=9912291328)	72.6	1062537087	10432564706
2020-12-15 19:51:56	0.8	svmem(total=17095811072, available=9912455168, percent=42.0, used=7183355904, free=9912455168)	72.6	1063206721	10433228084
2020-12-15 19:51:59	1.3	svmem(total=17095811072, available=9912623104, percent=42.0, used=7183187968, free=9912623104)	72.6	1063214221	10433243870
2020-12-15 19:52:02	1.7	svmem(total=17095811072, available=9912176640, percent=42.0, used=7183634432, free=9912176640)	72.6	1063382584	10433421138
2020-12-15 19:52:05	1.5	svmem(total=17095811072, available=9912020992, percent=42.0, used=7183790080, free=9912020992)	72.6	1063388643	10433438031
2020-12-15 19:52:08	0.6	svmem(total=17095811072, available=9911648256, percent=42.0, used=7184162816, free=9911648256)	72.6	1063391431	10433449235
2020-12-15 19:52:11	1.2	svmem(total=17095811072, available=9911705600, percent=42.0, used=7184105472, free=9911705600)	72.6	1063394178	10433462301
2020-12-15 19:52:14	1.0	svmem(total=17095811072, available=9911767040, percent=42.0, used=7184044032, free=9911767040)	72.6	1063410519	10433511846
2020-12-15 19:52:17	1.8	svmem(total=17095811072, available=9913581568, percent=42.0, used=7182229504, free=9913581568)	72.6	1063416308	10433526913
2020-12-15 19:52:20	1.3	svmem(total=17095811072, available=9913692160, percent=42.0, used=7182118912, free=9913692160)	72.6	1063418385	10433534334
2020-12-15 19:52:23	1.0	svmem(total=17095811072, available=9913724928, percent=42.0, used=7182086144, free=9913724928)	72.6	1063424010	10433565925
2020-12-15 19:52:26	1.0	svmem(total=17095811072, available=9913516032, percent=42.0, used=7182295040, free=9913516032)	72.6	1063426826	10433575273
2020-12-15 19:52:29	0.9	svmem(total=17095811072, available=9915183104, percent=42.0, used=7180627968, free=9915183104)	72.6	1063434898	10433589381
2020-12-15 19:52:32	1.7	svmem(total=17095811072, available=9915015168, percent=42.0, used=7180795904, free=9915015168)	72.6	1063437218	10433599149
